epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,980.585,0.58209,0.73234,0.98827,0.93942,0.84844,0.93255,0.79531,0.60603,0.48432,0.97151,0.000432267,0.000432267,0.000432267
20,1030.79,0.58064,0.71908,0.98721,0.95688,0.867,0.94076,0.79529,0.61772,0.47447,0.97339,0.000427059,0.000427059,0.000427059
21,1080.84,0.58668,0.73012,0.98363,0.95364,0.84983,0.93249,0.79333,0.61817,0.49124,0.9881,0.000421852,0.000421852,0.000421852
22,1131.9,0.57748,0.69819,0.9854,0.92308,0.87737,0.94471,0.80402,0.59094,0.45755,0.96225,0.000416645,0.000416645,0.000416645
23,1182.91,0.5776,0.70009,0.98403,0.9434,0.86438,0.94268,0.80267,0.60383,0.45618,0.97261,0.000411437,0.000411437,0.000411437
24,1233.64,0.56938,0.6892,0.98218,0.93878,0.89087,0.94551,0.80067,0.61393,0.45174,0.97108,0.00040623,0.00040623,0.00040623
25,1284.87,0.56989,0.66121,0.97774,0.92513,0.88235,0.945,0.80098,0.59515,0.44803,0.9705,0.000401022,0.000401022,0.000401022
26,1335.26,0.57642,0.67108,0.97971,0.9621,0.86928,0.94897,0.8031,0.61556,0.45241,0.97304,0.000395815,0.000395815,0.000395815
27,1386.52,0.56035,0.64795,0.97407,0.93865,0.8865,0.94604,0.80261,0.61491,0.44255,0.966,0.000390608,0.000390608,0.000390608
28,1438.13,0.55905,0.6474,0.97041,0.93543,0.89905,0.95496,0.81123,0.59683,0.41371,0.96202,0.0003854,0.0003854,0.0003854
29,1489.34,0.5618,0.64348,0.97094,0.93818,0.89097,0.9537,0.81424,0.59758,0.42067,0.9592,0.000380193,0.000380193,0.000380193
30,1540.05,0.56469,0.63174,0.97259,0.9455,0.89649,0.94916,0.80673,0.61019,0.41887,0.97095,0.000374985,0.000374985,0.000374985
31,1590.33,0.55196,0.6266,0.96781,0.96044,0.89465,0.95763,0.81609,0.59166,0.40662,0.95951,0.000369778,0.000369778,0.000369778
32,1640.75,0.54505,0.62185,0.97212,0.9656,0.88489,0.95394,0.80785,0.59631,0.41467,0.96269,0.000364571,0.000364571,0.000364571
33,1691.16,0.54478,0.61427,0.96826,0.95859,0.89884,0.96055,0.81256,0.61799,0.40578,0.97117,0.000359363,0.000359363,0.000359363
34,1741.86,0.54399,0.59655,0.96821,0.96418,0.89041,0.95286,0.81546,0.60197,0.38992,0.96308,0.000354156,0.000354156,0.000354156
35,1793.61,0.5281,0.58479,0.95817,0.96022,0.87473,0.95277,0.81231,0.59351,0.4077,0.96862,0.000348948,0.000348948,0.000348948
36,1844.09,0.54161,0.58973,0.96148,0.95119,0.88491,0.95216,0.81476,0.59138,0.39462,0.95488,0.000343741,0.000343741,0.000343741
37,1895.1,0.52458,0.59286,0.95543,0.95667,0.90484,0.95865,0.82119,0.59275,0.40142,0.96308,0.000338534,0.000338534,0.000338534
38,1945.99,0.53828,0.58405,0.96483,0.96,0.90397,0.9592,0.82075,0.58402,0.37521,0.94898,0.000333326,0.000333326,0.000333326
39,1997.16,0.52764,0.57318,0.95383,0.94351,0.91513,0.959,0.82281,0.58381,0.36797,0.94682,0.000328119,0.000328119,0.000328119
40,2047.86,0.52654,0.56236,0.95419,0.94307,0.89981,0.96135,0.82417,0.58216,0.3673,0.95366,0.000322911,0.000322911,0.000322911
41,2098.22,0.51416,0.5515,0.95216,0.93922,0.90048,0.96053,0.8207,0.5904,0.37025,0.9532,0.000317704,0.000317704,0.000317704
42,2149.39,0.52761,0.55014,0.95666,0.93355,0.91681,0.95815,0.81884,0.59578,0.37759,0.9612,0.000312497,0.000312497,0.000312497
43,2200.27,0.51709,0.54905,0.95409,0.95469,0.92635,0.95992,0.82539,0.584,0.36485,0.95694,0.000307289,0.000307289,0.000307289
44,2251.35,0.51599,0.55572,0.95586,0.94155,0.92056,0.96236,0.82689,0.57719,0.35483,0.94955,0.000302082,0.000302082,0.000302082
45,2302.89,0.51833,0.55839,0.951,0.95903,0.92068,0.96527,0.82579,0.58474,0.35941,0.95437,0.000296874,0.000296874,0.000296874
46,2353.81,0.51265,0.54165,0.94927,0.92171,0.92317,0.96041,0.81879,0.57985,0.36551,0.9495,0.000291667,0.000291667,0.000291667
47,2404.87,0.51641,0.54477,0.95207,0.95494,0.91231,0.96414,0.8251,0.58507,0.35494,0.9524,0.00028646,0.00028646,0.00028646
48,2456.12,0.51081,0.53529,0.94926,0.97436,0.90954,0.96756,0.83358,0.57566,0.34414,0.94891,0.000281252,0.000281252,0.000281252
49,2507.27,0.50592,0.53905,0.94771,0.95002,0.9275,0.96534,0.83276,0.57591,0.34458,0.94509,0.000276045,0.000276045,0.000276045
50,2558.04,0.50451,0.53478,0.94704,0.9541,0.91239,0.96461,0.83211,0.56605,0.34772,0.93747,0.000270837,0.000270837,0.000270837
51,2609.19,0.50733,0.52409,0.94996,0.9389,0.91613,0.96184,0.8291,0.57634,0.3502,0.94777,0.00026563,0.00026563,0.00026563
52,2660.61,0.50142,0.52302,0.95125,0.9683,0.90788,0.96583,0.83366,0.56814,0.34683,0.94532,0.000260423,0.000260423,0.000260423
53,2713.57,0.49866,0.50091,0.94789,0.94693,0.93792,0.96694,0.83131,0.57088,0.34394,0.94654,0.000255215,0.000255215,0.000255215
54,2764.74,0.50314,0.50677,0.94194,0.96631,0.91312,0.96802,0.8326,0.58018,0.34685,0.94898,0.000250008,0.000250008,0.000250008
55,2816.18,0.49623,0.51271,0.94572,0.96133,0.91201,0.96773,0.83156,0.57495,0.33992,0.94621,0.0002448,0.0002448,0.0002448
56,2869.22,0.49115,0.50674,0.94051,0.96054,0.9239,0.96661,0.8281,0.57323,0.3403,0.9485,0.000239593,0.000239593,0.000239593
57,2921.87,0.49631,0.48829,0.94121,0.95777,0.92785,0.9678,0.82938,0.57156,0.3389,0.94301,0.000234386,0.000234386,0.000234386
58,2974.43,0.48984,0.50807,0.93921,0.96776,0.91894,0.96805,0.83528,0.56365,0.33115,0.94516,0.000229178,0.000229178,0.000229178
59,3026.28,0.48294,0.47389,0.93678,0.96065,0.93328,0.97001,0.83759,0.56832,0.32914,0.94687,0.000223971,0.000223971,0.000223971
60,3079.25,0.49241,0.4935,0.94231,0.95152,0.92061,0.9646,0.82969,0.5675,0.33855,0.94708,0.000218763,0.000218763,0.000218763
61,3131.41,0.48632,0.48622,0.93697,0.94391,0.93428,0.96721,0.83324,0.57136,0.33152,0.94817,0.000213556,0.000213556,0.000213556
62,3184.02,0.48688,0.47374,0.93837,0.96269,0.9254,0.96912,0.82966,0.57167,0.33681,0.94722,0.000208349,0.000208349,0.000208349
63,3236.41,0.47698,0.47637,0.93523,0.97089,0.91186,0.96812,0.83434,0.56242,0.33154,0.94665,0.000203141,0.000203141,0.000203141
64,3289.09,0.48471,0.48101,0.94065,0.96682,0.91932,0.97011,0.83695,0.56969,0.32806,0.95009,0.000197934,0.000197934,0.000197934
65,3341.49,0.46975,0.46816,0.93119,0.95511,0.93199,0.97056,0.83462,0.57049,0.32476,0.94524,0.000192726,0.000192726,0.000192726
66,3393.78,0.47696,0.46231,0.93439,0.94401,0.93643,0.96764,0.83074,0.56801,0.32821,0.94207,0.000187519,0.000187519,0.000187519
67,3446,0.47006,0.46563,0.93525,0.94321,0.94269,0.9693,0.83494,0.57016,0.33067,0.94556,0.000182312,0.000182312,0.000182312
68,3497.81,0.46763,0.45413,0.9319,0.94384,0.94482,0.97149,0.83555,0.56714,0.3281,0.94873,0.000177104,0.000177104,0.000177104
69,3549.33,0.46759,0.44386,0.93011,0.96121,0.92881,0.9696,0.83618,0.56681,0.31802,0.94545,0.000171897,0.000171897,0.000171897
70,3600.79,0.46941,0.46091,0.93173,0.96243,0.92164,0.96838,0.83448,0.56576,0.32283,0.94535,0.000166689,0.000166689,0.000166689
71,3653.16,0.46704,0.45058,0.9303,0.95347,0.92993,0.9693,0.83565,0.56221,0.31568,0.94126,0.000161482,0.000161482,0.000161482
72,3703.64,0.4575,0.44417,0.9288,0.956,0.93949,0.97246,0.83982,0.56225,0.31357,0.94335,0.000156275,0.000156275,0.000156275
73,3754.52,0.45239,0.44579,0.9257,0.95947,0.93958,0.97181,0.83863,0.56618,0.3152,0.94484,0.000151067,0.000151067,0.000151067
74,3805.31,0.46187,0.45179,0.93141,0.95292,0.93528,0.97128,0.83816,0.56282,0.31612,0.94612,0.00014586,0.00014586,0.00014586
75,3856.96,0.46003,0.44339,0.92821,0.95995,0.93325,0.96932,0.83275,0.56288,0.31553,0.94216,0.000140652,0.000140652,0.000140652
76,3908.99,0.45553,0.44097,0.92576,0.94954,0.93691,0.96908,0.8335,0.56543,0.31661,0.94414,0.000135445,0.000135445,0.000135445
77,3959.66,0.45645,0.43622,0.9297,0.95122,0.94351,0.97026,0.83482,0.56548,0.31877,0.94434,0.000130238,0.000130238,0.000130238
78,4010.12,0.446,0.42788,0.92028,0.97449,0.9291,0.97214,0.83763,0.56343,0.30701,0.9461,0.00012503,0.00012503,0.00012503
79,4061.58,0.44611,0.42694,0.9261,0.953,0.94199,0.97156,0.83956,0.56451,0.31042,0.94528,0.000119823,0.000119823,0.000119823
80,4112.46,0.45242,0.42225,0.92503,0.96259,0.93922,0.97063,0.83948,0.56418,0.31263,0.94898,0.000114615,0.000114615,0.000114615
81,4163.53,0.43962,0.42151,0.92173,0.96643,0.94543,0.97252,0.83908,0.56483,0.31312,0.95003,0.000109408,0.000109408,0.000109408
82,4214.8,0.44229,0.41757,0.91718,0.9691,0.93213,0.97307,0.8378,0.56755,0.31075,0.95008,0.000104201,0.000104201,0.000104201
83,4266.23,0.44523,0.41395,0.92307,0.96425,0.94112,0.97108,0.83738,0.56543,0.30733,0.94692,9.89932e-05,9.89932e-05,9.89932e-05
84,4317.27,0.44174,0.41707,0.91879,0.96951,0.92571,0.97006,0.83644,0.56521,0.306,0.9444,9.37858e-05,9.37858e-05,9.37858e-05
85,4368.49,0.4319,0.40004,0.91705,0.95072,0.94884,0.97221,0.83949,0.56245,0.30191,0.94084,8.85784e-05,8.85784e-05,8.85784e-05
86,4419.69,0.44014,0.41846,0.92443,0.95479,0.94061,0.97122,0.84105,0.56203,0.30572,0.94202,8.3371e-05,8.3371e-05,8.3371e-05
87,4470.94,0.43006,0.3966,0.91506,0.95903,0.93444,0.96959,0.84053,0.56365,0.31137,0.94271,7.81636e-05,7.81636e-05,7.81636e-05
88,4521.38,0.4378,0.40503,0.91784,0.97149,0.93599,0.97066,0.84124,0.55722,0.30361,0.9369,7.29562e-05,7.29562e-05,7.29562e-05
89,4573.52,0.43367,0.4011,0.91648,0.9708,0.93308,0.97286,0.84255,0.56024,0.30448,0.94194,6.77488e-05,6.77488e-05,6.77488e-05
90,4624.84,0.42928,0.3922,0.91409,0.94158,0.95633,0.97268,0.84283,0.56387,0.30588,0.94431,6.25414e-05,6.25414e-05,6.25414e-05
91,4718.74,0.43376,0.26248,0.87748,0.94422,0.95215,0.97357,0.84204,0.56323,0.30791,0.94583,5.7334e-05,5.7334e-05,5.7334e-05
92,4768.45,0.42086,0.25654,0.87585,0.95669,0.94237,0.97158,0.84286,0.56086,0.30727,0.94661,5.21266e-05,5.21266e-05,5.21266e-05
93,4818.01,0.41738,0.25468,0.87127,0.95715,0.94736,0.97316,0.84269,0.56074,0.30935,0.94308,4.69192e-05,4.69192e-05,4.69192e-05
94,4867.84,0.41912,0.2517,0.86833,0.95994,0.93949,0.9723,0.84108,0.55826,0.31079,0.9434,4.17118e-05,4.17118e-05,4.17118e-05
95,4917.86,0.41363,0.25034,0.87198,0.96695,0.93051,0.97321,0.84413,0.55876,0.30486,0.94321,3.65044e-05,3.65044e-05,3.65044e-05
96,4968.21,0.41391,0.24472,0.86927,0.95197,0.94257,0.97326,0.84272,0.56069,0.30565,0.94358,3.1297e-05,3.1297e-05,3.1297e-05
97,5018.58,0.40499,0.24233,0.86454,0.96054,0.93394,0.97228,0.83955,0.56039,0.30621,0.94462,2.60896e-05,2.60896e-05,2.60896e-05
98,5074.54,0.40947,0.242,0.8704,0.96567,0.93464,0.97299,0.84279,0.56307,0.30626,0.94703,2.08822e-05,2.08822e-05,2.08822e-05
99,5125,0.4028,0.24265,0.8652,0.96778,0.93163,0.9729,0.84342,0.5613,0.30532,0.94587,1.56748e-05,1.56748e-05,1.56748e-05
100,5175.58,0.39991,0.2407,0.86395,0.96305,0.93917,0.97408,0.84547,0.55896,0.30213,0.94452,1.04674e-05,1.04674e-05,1.04674e-05
