epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,1724.92,0.61091,0.73609,1.1315,0.90915,0.82644,0.9049,0.7668,0.61703,0.5144,1.03697,0.000348948,0.000348948,0.000348948
36,1773.68,0.61493,0.73837,1.12916,0.93564,0.82684,0.91452,0.77138,0.62701,0.51375,1.03595,0.000343741,0.000343741,0.000343741
37,1822.78,0.60327,0.72428,1.12339,0.91732,0.87019,0.9264,0.78735,0.6079,0.4739,1.02804,0.000338534,0.000338534,0.000338534
38,1871.79,0.61522,0.71959,1.13051,0.94342,0.84563,0.93643,0.79279,0.60545,0.47684,1.02726,0.000333326,0.000333326,0.000333326
39,1920.74,0.60187,0.70499,1.11651,0.94334,0.85272,0.93085,0.78856,0.60594,0.45473,1.02397,0.000328119,0.000328119,0.000328119
40,1969.69,0.59551,0.69767,1.11296,0.90649,0.8525,0.92141,0.78479,0.61222,0.46396,1.02978,0.000322911,0.000322911,0.000322911
41,2018.68,0.59613,0.69027,1.11658,0.92816,0.84874,0.93218,0.79477,0.61685,0.46342,1.0317,0.000317704,0.000317704,0.000317704
42,2067.41,0.59457,0.67409,1.11329,0.93023,0.85998,0.93444,0.79372,0.60743,0.44958,1.02916,0.000312497,0.000312497,0.000312497
43,2116.63,0.58706,0.67585,1.11138,0.94286,0.8559,0.92878,0.79637,0.60093,0.44963,1.01257,0.000307289,0.000307289,0.000307289
44,2165.6,0.58981,0.69567,1.11234,0.93945,0.83792,0.92549,0.79117,0.59438,0.45577,1.01152,0.000302082,0.000302082,0.000302082
45,2214.64,0.57952,0.67914,1.10638,0.925,0.88588,0.94202,0.80273,0.59752,0.4269,1.01457,0.000296874,0.000296874,0.000296874
46,2263.39,0.58296,0.67272,1.1048,0.95184,0.8457,0.93723,0.80181,0.59534,0.44014,1.01742,0.000291667,0.000291667,0.000291667
47,2312.31,0.58273,0.66353,1.10587,0.94518,0.85378,0.93772,0.79941,0.59391,0.43417,1.01027,0.00028646,0.00028646,0.00028646
48,2361.48,0.57478,0.65451,1.09318,0.94232,0.85786,0.93503,0.8004,0.59156,0.43851,1.00802,0.000281252,0.000281252,0.000281252
49,2410.59,0.58003,0.66766,1.10289,0.94873,0.85228,0.93354,0.79556,0.59144,0.43101,1.00844,0.000276045,0.000276045,0.000276045
50,2459.52,0.57363,0.6522,1.10049,0.9379,0.87942,0.94186,0.80811,0.5879,0.4321,1.01034,0.000270837,0.000270837,0.000270837
51,2508.66,0.57578,0.64529,1.0968,0.92953,0.8887,0.94059,0.80267,0.58813,0.41557,1.00401,0.00026563,0.00026563,0.00026563
52,2557.61,0.56425,0.64671,1.09612,0.94602,0.88944,0.9495,0.80953,0.59864,0.42294,1.02104,0.000260423,0.000260423,0.000260423
53,2606.85,0.55888,0.62641,1.08866,0.94265,0.89664,0.94824,0.81182,0.58579,0.40572,1.00376,0.000255215,0.000255215,0.000255215
54,2655.72,0.56788,0.62568,1.08689,0.9541,0.88676,0.94823,0.81403,0.59229,0.42257,1.01184,0.000250008,0.000250008,0.000250008
55,2704.71,0.55791,0.62778,1.08541,0.9354,0.89732,0.94418,0.81794,0.58009,0.40875,1.00371,0.0002448,0.0002448,0.0002448
56,2753.6,0.56031,0.62554,1.0901,0.96319,0.9037,0.95026,0.81027,0.59266,0.40508,1.00824,0.000239593,0.000239593,0.000239593
57,2802.82,0.55753,0.60215,1.08076,0.96864,0.88918,0.95233,0.81432,0.58474,0.39591,1.00008,0.000234386,0.000234386,0.000234386
58,2852.16,0.55399,0.61966,1.07948,0.94849,0.89505,0.95292,0.81858,0.58026,0.39872,1.00339,0.000229178,0.000229178,0.000229178
59,2901,0.54218,0.59319,1.07156,0.94641,0.90395,0.94953,0.81371,0.57795,0.39886,1.00241,0.000223971,0.000223971,0.000223971
60,2949.92,0.55156,0.61223,1.0743,0.95703,0.89131,0.94889,0.81806,0.57759,0.39775,1.00283,0.000218763,0.000218763,0.000218763
61,2998.87,0.54543,0.60063,1.07161,0.93173,0.90761,0.94986,0.81214,0.58334,0.39186,1.00579,0.000213556,0.000213556,0.000213556
62,3047.77,0.5443,0.58494,1.07489,0.96552,0.88414,0.94718,0.81241,0.58154,0.38694,0.99513,0.000208349,0.000208349,0.000208349
63,3096.91,0.5349,0.59393,1.06809,0.95781,0.89319,0.94932,0.81817,0.57696,0.39226,0.99667,0.000203141,0.000203141,0.000203141
64,3145.82,0.53741,0.59302,1.07146,0.96386,0.89266,0.95217,0.81897,0.57299,0.38561,0.99518,0.000197934,0.000197934,0.000197934
65,3194.64,0.5269,0.57319,1.0647,0.96168,0.91499,0.95754,0.82503,0.57091,0.38181,0.99276,0.000192726,0.000192726,0.000192726
66,3243.52,0.53813,0.57813,1.06745,0.94789,0.90408,0.952,0.82036,0.57398,0.37845,0.99468,0.000187519,0.000187519,0.000187519
67,3292.7,0.52907,0.56899,1.06503,0.95838,0.91335,0.95276,0.82414,0.57266,0.36662,0.99238,0.000182312,0.000182312,0.000182312
68,3341.8,0.5267,0.55932,1.05779,0.95507,0.90116,0.95138,0.81946,0.58082,0.38517,0.99949,0.000177104,0.000177104,0.000177104
69,3390.8,0.51847,0.55125,1.05555,0.95256,0.9028,0.95479,0.82271,0.57379,0.37382,0.99201,0.000171897,0.000171897,0.000171897
70,3439.64,0.52643,0.56994,1.05722,0.96208,0.91312,0.95539,0.82536,0.57215,0.36207,0.99522,0.000166689,0.000166689,0.000166689
71,3488.65,0.51951,0.55638,1.05572,0.96228,0.90652,0.9554,0.82553,0.57406,0.36073,0.98693,0.000161482,0.000161482,0.000161482
72,3537.58,0.51634,0.54992,1.05682,0.96204,0.91381,0.95879,0.83046,0.57296,0.3581,0.99209,0.000156275,0.000156275,0.000156275
73,3586.64,0.51185,0.55167,1.05326,0.96859,0.90593,0.95976,0.83085,0.56693,0.36033,0.98879,0.000151067,0.000151067,0.000151067
74,3635.48,0.51721,0.55435,1.05568,0.96739,0.90503,0.95799,0.82686,0.57017,0.35228,0.99293,0.00014586,0.00014586,0.00014586
75,3684.33,0.51517,0.5465,1.05333,0.96328,0.89959,0.95694,0.82372,0.5712,0.35475,0.99049,0.000140652,0.000140652,0.000140652
76,3733.46,0.50917,0.54198,1.04617,0.9562,0.91083,0.958,0.82423,0.57489,0.35803,0.99408,0.000135445,0.000135445,0.000135445
77,3783.9,0.50995,0.53677,1.05352,0.95564,0.91667,0.95998,0.82678,0.57353,0.35271,0.99255,0.000130238,0.000130238,0.000130238
78,3832.84,0.5007,0.5351,1.04211,0.97267,0.91401,0.95879,0.82578,0.56699,0.35498,0.99043,0.00012503,0.00012503,0.00012503
79,3881.78,0.49639,0.53448,1.04695,0.96877,0.91276,0.95948,0.82888,0.56657,0.3495,0.98817,0.000119823,0.000119823,0.000119823
80,3930.59,0.50667,0.52713,1.04236,0.94201,0.92074,0.95712,0.82414,0.57361,0.3581,0.99542,0.000114615,0.000114615,0.000114615
81,3979.47,0.49239,0.52743,1.03973,0.97037,0.90419,0.96117,0.82802,0.56889,0.3494,0.99233,0.000109408,0.000109408,0.000109408
82,4028.37,0.49534,0.51365,1.03846,0.95394,0.92142,0.96247,0.83386,0.56459,0.35225,0.9867,0.000104201,0.000104201,0.000104201
83,4079.4,0.49671,0.51802,1.03883,0.95929,0.91944,0.96071,0.82942,0.56298,0.35469,0.98858,9.89932e-05,9.89932e-05,9.89932e-05
84,4128.26,0.49454,0.52267,1.03747,0.97292,0.90509,0.96088,0.82777,0.56537,0.3478,0.98791,9.37858e-05,9.37858e-05,9.37858e-05
